OBJECTID,MIN,MAX,MEAN,STD,year,type,MIN_1,MAX_1,MEAN_1,STD_1,MIN_12,MAX_12,MAJORITY,MIN_12_13,MAX_12_13,MEAN_12,MAJORITY_1
1,1438.219970703125000,1447.119995117187500,1441.319505893915903,3.253378358555663,2020,0,0.000000000000000,33.441406250000000,7.557919499407435,8.278166849261007,1,2,2,2,2,2.000000000000000,2
2,1438.219970703125000,1447.550048828125000,1444.150000000000091,3.703815205450179,2020,0,0.000000000000000,32.584926605224609,6.389036251604557,8.288599804054224,1,2,1,2,2,2.000000000000000,2
3,1438.219970703125000,1446.109985351562500,1441.188629150390625,2.567897012248046,2020,0,0.000000000000000,23.570129394531250,7.962821785021912,6.960248414859865,1,2,2,2,2,2.000000000000000,2
4,1446.160034179687500,1446.160034179687500,1446.160034179687500,0.000000000000000,2020,0,1.984452486038208,1.984452486038208,1.984452486038208,0.000000000000000,1,1,1,2,2,2.000000000000000,2
5,1446.199951171875000,1446.500000000000000,1446.349975585937500,0.150024414062500,2020,0,2.135386466979980,2.335874080657959,2.235630273818970,0.100243806838989,1,1,1,2,2,2.000000000000000,2
6,1446.000000000000000,1447.849975585937500,1446.397147042410779,0.604630091828068,2020,0,1.468920707702637,3.816114187240601,2.596319266727992,0.700531183448750,1,1,1,2,2,2.000000000000000,2
7,1443.510009765625000,1447.949951171875000,1446.274274553571331,1.000314371339686,2020,0,2.090486764907837,34.280261993408203,7.664569718497140,8.022331257119365,1,2,1,2,2,2.000000000000000,2
8,1438.219970703125000,1446.000000000000000,1441.419623480902828,2.394811904842083,2020,0,0.000000000000000,22.073255538940430,7.285139940403126,5.876092432500328,1,2,2,2,2,2.000000000000000,2
9,1446.000000000000000,1446.000000000000000,1446.000000000000000,0.000000000000000,2020,0,0.531880617141724,0.531880617141724,0.531880617141724,0.000000000000000,1,1,1,2,2,2.000000000000000,2
10,1446.000000000000000,1446.000000000000000,1446.000000000000000,0.000000000000000,2020,0,0.911493360996246,0.911493360996246,0.911493360996246,0.000000000000000,1,1,1,2,2,2.000000000000000,2
11,1446.000000000000000,1446.000000000000000,1446.000000000000000,0.000000000000000,2020,0,1.185272216796875,1.185272216796875,1.185272216796875,0.000000000000000,1,1,1,2,2,2.000000000000000,2
12,1446.040039062500000,1446.270019531250000,1446.155029296875000,0.114990234375000,2020,0,1.462255239486694,2.267693042755127,1.864974141120911,0.402718901634216,1,1,1,2,2,2.000000000000000,2
13,1445.400024414062500,1447.750000000000000,1446.099993024553669,0.708880226190054,2020,0,1.601173877716064,10.518106460571289,4.701519455228533,2.786410335988663,1,1,1,2,2,2.000000000000000,2
14,1438.219970703125000,1445.489990234375000,1441.178882740161953,2.174250905396968,2020,0,0.000000000000000,20.254878997802734,6.234308097097609,5.825850496414802,1,2,2,2,2,2.000000000000000,2
15,1446.069946289062500,1446.069946289062500,1446.069946289062500,0.000000000000000,2020,0,3.302736759185791,3.302736759185791,3.302736759185791,0.000000000000000,1,1,1,2,2,2.000000000000000,2
16,1446.000000000000000,1446.000000000000000,1446.000000000000000,0.000000000000000,2020,0,1.158325910568237,1.158325910568237,1.158325910568237,0.000000000000000,1,1,1,2,2,2.000000000000000,2
17,1446.000000000000000,1446.000000000000000,1446.000000000000000,0.000000000000000,2020,0,1.761721611022949,1.761721611022949,1.761721611022949,0.000000000000000,2,2,2,2,2,2.000000000000000,2
18,1446.000000000000000,1446.000000000000000,1446.000000000000000,0.000000000000000,2020,0,1.832928061485291,1.832928061485291,1.832928061485291,0.000000000000000,2,2,2,2,2,2.000000000000000,2
19,1446.000000000000000,1446.130004882812500,1446.065002441406250,0.065002441406250,2020,0,1.325387120246887,1.572566747665405,1.448976933956146,0.123589813709259,1,2,1,2,2,2.000000000000000,2
20,1445.079956054687500,1448.000000000000000,1445.989990234375000,0.865620568427890,2020,0,0.501370131969452,7.824936389923096,3.964179507323674,2.577744474114284,1,1,1,2,2,2.000000000000000,2
21,1444.569946289062500,1447.900024414062500,1445.795827229817633,0.850885585176549,2020,0,0.474743813276291,19.384813308715820,7.143545595308145,5.913191872583814,1,2,1,2,2,2.000000000000000,2
22,1438.219970703125000,1443.709960937500000,1440.598618940873621,1.878115894032718,2020,0,0.000000000000000,21.056917190551758,6.217174956067042,5.557577489643869,1,2,2,2,2,2.000000000000000,2
