OBJECTID,MIN,MAX,MEAN,STD,year,type,MIN_1,MAX_1,MEAN_1,STD_1,MIN_12,MAX_12,MAJORITY,MIN_12_13,MAX_12_13,MEAN_12,MAJORITY_1
1,1734.040039062500000,1754.550048828125000,1745.746859819461179,4.645337211182374,2015,0,0.607789635658264,29.526985168457031,11.590506656047625,6.714906165358338,1,2,2,2,2,2.000000000000000,2
2,1741.260009765625000,1754.000000000000000,1746.732853480747735,4.864622543325383,2015,0,0.000000000000000,23.478458404541016,9.456220043557030,6.622899164216870,1,2,1,2,2,2.000000000000000,2
3,1735.869995117187500,1742.260009765625000,1740.168355305989508,2.184280603099135,2015,0,2.381651878356934,21.964149475097656,11.899642149607340,7.677224962321044,1,2,2,2,2,2.000000000000000,2
4,1733.010009765625000,1742.060058593750000,1736.455714634486640,3.210752784595689,2015,0,4.491108894348145,24.697633743286133,18.164493594850814,5.978658499794880,1,2,2,2,2,2.000000000000000,2
5,1731.020019531250000,1741.459960937500000,1735.119445800781250,3.368923330195052,2015,0,5.694895744323730,27.711887359619141,17.183430141872829,4.934077045679938,1,2,2,2,2,2.000000000000000,2
6,1740.010009765625000,1754.000000000000000,1746.775928638599453,5.240846021621310,2015,0,1.342317104339600,27.553678512573242,10.986839987613537,6.706775864442042,1,2,1,2,2,2.000000000000000,2
7,1742.250000000000000,1742.250000000000000,1742.250000000000000,0.000000000000000,2015,0,2.513391494750977,2.513391494750977,2.513391494750977,0.000000000000000,2,2,2,2,2,2.000000000000000,2
8,1742.119995117187500,1742.119995117187500,1742.119995117187500,0.000000000000000,2015,0,4.005612373352051,4.005612373352051,4.005612373352051,0.000000000000000,2,2,2,2,2,2.000000000000000,2
9,1740.979980468750000,1741.939941406250000,1741.459960937500000,0.479980468750000,2015,0,5.200152873992920,8.192171096801758,6.696161985397339,1.496009111404419,1,2,2,2,2,2.000000000000000,2
10,1733.209960937500000,1741.319946289062500,1737.981628417968750,2.771879865338537,2015,0,8.617895126342773,17.660827636718750,13.183146635691324,3.258481221836091,1,2,1,2,2,2.000000000000000,2
11,1729.959960937500000,1740.800048828125000,1733.860002790178669,3.603269743865644,2015,0,5.687514305114746,17.794635772705078,14.985129015786308,3.700540161023201,1,2,2,2,2,2.000000000000000,2
12,1728.420043945312500,1740.300048828125000,1732.505011664496578,3.662431207940430,2015,0,8.631154060363770,29.696455001831055,16.528954982757568,4.585569175289573,1,2,2,2,2,2.000000000000000,2
13,1739.400024414062500,1751.280029296875000,1742.820696149553669,3.594514728045296,2015,0,2.142351865768433,24.204517364501953,12.786531192915779,6.130939055470789,1,2,1,2,2,2.000000000000000,2
14,1742.060058593750000,1742.060058593750000,1742.060058593750000,0.000000000000000,2015,0,2.579547166824341,2.579547166824341,2.579547166824341,0.000000000000000,2,2,2,2,2,2.000000000000000,2
15,1742.000000000000000,1742.000000000000000,1742.000000000000000,0.000000000000000,2015,0,7.553638458251953,7.553638458251953,7.553638458251953,0.000000000000000,2,2,2,2,2,2.000000000000000,2
16,1741.030029296875000,1741.030029296875000,1741.030029296875000,0.000000000000000,2015,0,12.350068092346191,12.350068092346191,12.350068092346191,0.000000000000000,2,2,2,2,2,2.000000000000000,2
17,1740.030029296875000,1740.030029296875000,1740.030029296875000,0.000000000000000,2015,0,9.040323257446289,9.040323257446289,9.040323257446289,0.000000000000000,1,2,1,2,2,2.000000000000000,2
18,1738.839965820312500,1740.349975585937500,1739.594970703125000,0.755004882812500,2015,0,5.008920192718506,14.434140205383301,9.721530199050903,4.712610006332397,1,2,1,2,2,2.000000000000000,2
19,1731.099975585937500,1740.310058593750000,1736.143310546875000,2.964157016583116,2015,0,8.704322814941406,16.453741073608398,12.559326171875000,3.017476327980300,1,2,2,2,2,2.000000000000000,2
20,1727.150024414062500,1738.869995117187500,1731.831438337053669,3.852392156971359,2015,0,8.857514381408691,17.672836303710938,14.667765344892230,2.160202054435512,1,2,2,2,2,2.000000000000000,2
21,1738.050048828125000,1754.060058593750000,1745.623084435096189,5.665598428802596,2015,0,3.725676536560059,26.127277374267578,13.725940777705265,5.509531322969936,1,2,1,2,2,2.000000000000000,2
22,1741.979980468750000,1741.979980468750000,1741.979980468750000,0.000000000000000,2015,0,10.706223487854004,10.706223487854004,10.706223487854004,0.000000000000000,1,1,1,2,2,2.000000000000000,2
23,1742.000000000000000,1742.000000000000000,1742.000000000000000,0.000000000000000,2015,0,9.016501426696777,9.016501426696777,9.016501426696777,0.000000000000000,2,2,2,2,2,2.000000000000000,2
24,1741.579956054687500,1741.579956054687500,1741.579956054687500,0.000000000000000,2015,0,11.434145927429199,11.434145927429199,11.434145927429199,0.000000000000000,2,2,2,2,2,2.000000000000000,2
25,1740.109985351562500,1740.109985351562500,1740.109985351562500,0.000000000000000,2015,0,11.815305709838867,11.815305709838867,11.815305709838867,0.000000000000000,2,2,2,2,2,2.000000000000000,2
26,1739.739990234375000,1739.739990234375000,1739.739990234375000,0.000000000000000,2015,0,4.855748176574707,4.855748176574707,4.855748176574707,0.000000000000000,2,2,2,2,2,2.000000000000000,2
27,1739.989990234375000,1739.989990234375000,1739.989990234375000,0.000000000000000,2015,0,5.086727142333984,5.086727142333984,5.086727142333984,0.000000000000000,1,2,1,2,2,2.000000000000000,2
28,1737.510009765625000,1740.000000000000000,1738.755004882812500,1.244995117187500,2015,0,11.131978034973145,11.677901268005371,11.404939651489258,0.272961616516113,1,2,1,2,2,2.000000000000000,2
29,1737.520019531250000,1754.449951171875000,1745.699643735532391,6.244538473463972,2015,0,4.907659530639648,21.918016433715820,12.449465592702230,5.542766414884825,1,2,1,2,2,2.000000000000000,2
30,1739.569946289062500,1739.569946289062500,1739.569946289062500,0.000000000000000,2015,0,23.425249099731445,23.425249099731445,23.425249099731445,0.000000000000000,1,1,1,2,2,2.000000000000000,2
31,1740.489990234375000,1740.489990234375000,1740.489990234375000,0.000000000000000,2015,0,20.306705474853516,20.306705474853516,20.306705474853516,0.000000000000000,1,1,1,2,2,2.000000000000000,2
32,1740.489990234375000,1740.489990234375000,1740.489990234375000,0.000000000000000,2015,0,18.707551956176758,18.707551956176758,18.707551956176758,0.000000000000000,1,1,1,2,2,2.000000000000000,2
33,1740.569946289062500,1740.569946289062500,1740.569946289062500,0.000000000000000,2015,0,16.245595932006836,16.245595932006836,16.245595932006836,0.000000000000000,2,2,2,2,2,2.000000000000000,2
