OBJECTID,MIN,MAX,MEAN,STD,year,type,MIN_1,MAX_1,MEAN_1,STD_1,MIN_12,MAX_12,MAJORITY,MIN_12_13,MAX_12_13,MEAN_12,MAJORITY_1
1,1869.439941406250000,1891.719970703125000,1879.221397448497100,5.064972447431384,2020,6,1.152774691581726,27.159975051879883,13.388529286263095,5.936949764219319,1,2,1,2,2,2.000000000000000,2
2,1869.140014648437500,1876.540039062500000,1872.544494628906250,2.295767958002901,2020,6,4.844590187072754,27.287792205810547,10.623345375061035,4.743040272961203,1,2,1,2,2,2.000000000000000,2
3,1868.939941406250000,1876.140014648437500,1871.823999023437409,2.102747573648125,2020,6,4.190362453460693,26.067661285400391,9.737425603364644,5.260157255800066,1,2,1,2,2,2.000000000000000,2
4,1868.329956054687500,1891.400024414062500,1879.223848783052972,7.644796608337415,2020,6,15.337471961975098,27.164710998535156,21.831388253432053,4.039189669483727,1,2,1,2,2,2.000000000000000,2
5,1868.000000000000000,1869.430053710937500,1868.715026855468750,0.715026855468750,2020,6,9.652190208435059,23.707757949829102,16.679974079132080,7.027783870697021,2,2,2,2,2,2.000000000000000,2
6,1868.089965820312500,1870.819946289062500,1869.311418805803669,0.875129763982517,2020,6,5.929516315460205,19.298501968383789,8.801972866058350,4.343588126989479,2,2,2,2,2,2.000000000000000,2
7,1867.569946289062500,1872.250000000000000,1870.142008463541742,1.254154033877137,2020,6,4.486276149749756,12.701006889343262,7.180432455880301,2.262056405977887,1,2,1,2,2,2.000000000000000,2
8,1867.660034179687500,1873.430053710937500,1869.972950654871283,1.347163029633947,2020,6,5.188714027404785,10.097966194152832,6.618365185601371,1.323588693291224,1,2,1,2,2,2.000000000000000,2
9,1868.939941406250000,1891.430053710937500,1879.702736594460248,7.455585950009633,2020,6,18.077434539794922,26.087438583374023,22.993764703924004,2.902154284565871,1,2,1,2,2,2.000000000000000,2
10,1867.599975585937500,1867.839965820312500,1867.719970703125000,0.119995117187500,2020,6,4.888875484466553,20.077558517456055,12.483217000961304,7.594341516494751,2,2,2,2,2,2.000000000000000,2
11,1866.829956054687500,1867.709960937500000,1867.269958496093750,0.440002441406250,2020,6,5.105042934417725,12.686234474182129,8.895638704299927,3.790595769882202,2,2,2,2,2,2.000000000000000,2
12,1866.949951171875000,1867.880004882812500,1867.414978027343750,0.465026855468750,2020,6,5.500164985656738,6.982769489288330,6.241467237472534,0.741302251815796,2,2,2,2,2,2.000000000000000,2
13,1867.260009765625000,1869.689941406250000,1868.384294782366169,0.692098953672169,2020,6,4.423855781555176,8.653647422790527,5.924186706542969,1.720611367154480,1,2,2,2,2,2.000000000000000,2
14,1867.219970703125000,1870.290039062500000,1868.948573521205390,0.976708044377956,2020,6,3.253830194473267,9.645668029785156,6.312528933797564,2.051900418475882,1,2,1,2,2,2.000000000000000,2
