OBJECTID,MIN,MAX,MEAN,STD,year,type,MIN_1,MAX_1,MEAN_1,STD_1,MIN_12,MAX_12,MAJORITY,MIN_12_13,MAX_12_13,MEAN_12,MAJORITY_1
1,1864.229980468750000,1877.089965820312500,1869.391713557167577,2.951551411133400,2015,5,0.348507732152939,30.298128128051758,7.990749452700690,6.420702195361335,1,2,1,2,2,2.000000000000000,2
2,1865.770019531250000,1882.160034179687500,1875.264049674891112,5.300612795504402,2015,5,0.244164720177650,32.694965362548828,16.010085571698749,8.193161658007906,1,2,1,2,2,2.000000000000000,2
3,1878.180053710937500,1878.180053710937500,1878.180053710937500,0.000000000000000,2015,5,15.510708808898926,15.510708808898926,15.510708808898926,0.000000000000000,1,2,1,2,2,2.000000000000000,2
4,1877.849975585937500,1877.849975585937500,1877.849975585937500,0.000000000000000,2015,5,8.650540351867676,8.650540351867676,8.650540351867676,0.000000000000000,1,2,1,2,2,2.000000000000000,2
5,1877.609985351562500,1877.609985351562500,1877.609985351562500,0.000000000000000,2015,5,6.262763023376465,6.262763023376465,6.262763023376465,0.000000000000000,1,1,1,2,2,2.000000000000000,2
6,1877.540039062500000,1877.540039062500000,1877.540039062500000,0.000000000000000,2015,5,8.242175102233887,8.242175102233887,8.242175102233887,0.000000000000000,1,1,1,2,2,2.000000000000000,2
7,1877.060058593750000,1877.060058593750000,1877.060058593750000,0.000000000000000,2015,5,11.618721008300781,11.618721008300781,11.618721008300781,0.000000000000000,1,1,1,2,2,2.000000000000000,2
8,1876.770019531250000,1876.770019531250000,1876.770019531250000,0.000000000000000,2015,5,13.770817756652832,13.770817756652832,13.770817756652832,0.000000000000000,1,1,1,2,2,2.000000000000000,2
9,1874.530029296875000,1876.099975585937500,1875.315002441406250,0.784973144531250,2015,5,8.843748092651367,14.589190483093262,11.716469287872314,2.872721195220947,1,1,1,2,2,2.000000000000000,2
10,1868.959960937500000,1875.800048828125000,1873.244315011160779,2.080713799360935,2015,5,3.109447240829468,20.029762268066406,9.363790682383947,5.368322285176750,1,1,1,2,2,2.000000000000000,2
11,1873.709960937500000,1896.329956054687500,1885.663424944196322,4.670539264108272,2015,5,0.000000000000000,27.452663421630859,16.708834525431904,7.756711133567210,1,1,1,2,2,2.000000000000000,2
12,1871.640014648437500,1882.339965820312500,1878.576660156250000,4.910858926438819,2015,5,3.352675676345825,23.068595886230469,12.915366252263388,8.059815122567262,1,1,1,2,2,2.000000000000000,2
13,1882.069946289062500,1882.069946289062500,1882.069946289062500,0.000000000000000,2015,5,3.654779911041260,3.654779911041260,3.654779911041260,0.000000000000000,1,1,1,2,2,2.000000000000000,2
14,1881.650024414062500,1881.650024414062500,1881.650024414062500,0.000000000000000,2015,5,5.746132850646973,5.746132850646973,5.746132850646973,0.000000000000000,1,1,1,2,2,2.000000000000000,2
15,1880.979980468750000,1880.979980468750000,1880.979980468750000,0.000000000000000,2015,5,9.075271606445312,9.075271606445312,9.075271606445312,0.000000000000000,1,1,1,2,2,2.000000000000000,2
16,1880.550048828125000,1880.550048828125000,1880.550048828125000,0.000000000000000,2015,5,14.600552558898926,14.600552558898926,14.600552558898926,0.000000000000000,1,1,1,2,2,2.000000000000000,2
17,1880.599975585937500,1880.599975585937500,1880.599975585937500,0.000000000000000,2015,5,17.476926803588867,17.476926803588867,17.476926803588867,0.000000000000000,1,1,1,2,2,2.000000000000000,2
18,1880.729980468750000,1880.729980468750000,1880.729980468750000,0.000000000000000,2015,5,18.705677032470703,18.705677032470703,18.705677032470703,0.000000000000000,1,1,1,2,2,2.000000000000000,2
19,1880.510009765625000,1880.510009765625000,1880.510009765625000,0.000000000000000,2015,5,19.248373031616211,19.248373031616211,19.248373031616211,0.000000000000000,1,1,1,2,2,2.000000000000000,2
20,1880.489990234375000,1880.489990234375000,1880.489990234375000,0.000000000000000,2015,5,19.864255905151367,19.864255905151367,19.864255905151367,0.000000000000000,1,1,1,2,2,2.000000000000000,2
21,1878.790039062500000,1878.790039062500000,1878.790039062500000,0.000000000000000,2015,5,19.017030715942383,19.017030715942383,19.017030715942383,0.000000000000000,1,1,1,2,2,2.000000000000000,2
22,1878.000000000000000,1878.000000000000000,1878.000000000000000,0.000000000000000,2015,5,11.798710823059082,11.798710823059082,11.798710823059082,0.000000000000000,1,1,1,2,2,2.000000000000000,2
23,1877.849975585937500,1877.849975585937500,1877.849975585937500,0.000000000000000,2015,5,9.651261329650879,9.651261329650879,9.651261329650879,0.000000000000000,1,1,1,2,2,2.000000000000000,2
24,1877.949951171875000,1877.949951171875000,1877.949951171875000,0.000000000000000,2015,5,12.345919609069824,12.345919609069824,12.345919609069824,0.000000000000000,1,1,1,2,2,2.000000000000000,2
25,1878.390014648437500,1878.390014648437500,1878.390014648437500,0.000000000000000,2015,5,13.790542602539062,13.790542602539062,13.790542602539062,0.000000000000000,1,1,1,2,2,2.000000000000000,2
26,1878.199951171875000,1878.199951171875000,1878.199951171875000,0.000000000000000,2015,5,14.454301834106445,14.454301834106445,14.454301834106445,0.000000000000000,1,1,1,2,2,2.000000000000000,2
27,1875.339965820312500,1877.930053710937500,1876.635009765625000,1.295043945312500,2015,5,8.418919563293457,15.562718391418457,11.990818977355957,3.571899414062500,1,1,1,2,2,2.000000000000000,2
28,1869.920043945312500,1876.709960937500000,1873.954293387276721,1.918571746833988,2015,5,2.810242414474487,17.210805892944336,8.687981230872017,5.492872081613645,1,1,1,2,2,2.000000000000000,2
29,1883.270019531250000,1898.910034179687500,1892.016360196200367,4.799699717793553,2015,5,2.209207773208618,20.294639587402344,14.653371252796866,4.316200706203609,1,1,1,2,2,2.000000000000000,2
30,1883.079956054687500,1883.079956054687500,1883.079956054687500,0.000000000000000,2015,5,10.274816513061523,10.274816513061523,10.274816513061523,0.000000000000000,1,1,1,2,2,2.000000000000000,2
31,1882.930053710937500,1882.930053710937500,1882.930053710937500,0.000000000000000,2015,5,10.979731559753418,10.979731559753418,10.979731559753418,0.000000000000000,1,1,1,2,2,2.000000000000000,2
32,1882.530029296875000,1882.530029296875000,1882.530029296875000,0.000000000000000,2015,5,9.846864700317383,9.846864700317383,9.846864700317383,0.000000000000000,1,1,1,2,2,2.000000000000000,2
