OBJECTID,MIN,MAX,MEAN,STD,year,type,MIN_1,MAX_1,MEAN_1,STD_1,MIN_12,MAX_12,MAJORITY,MIN_12_13,MAX_12_13,MEAN_12_13,MAJORITY_1
29,1750.140014648437500,1750.140014648437500,1750.140014648437500,0.000000000000000,2010,0,16.881521224975586,16.881521224975586,16.881521224975586,0.000000000000000,1,2,1,2,2,2.000000000000000,2
30,1750.000000000000000,1750.000000000000000,1750.000000000000000,0.000000000000000,2010,0,9.439193725585938,9.439193725585938,9.439193725585938,0.000000000000000,1,2,1,2,2,2.000000000000000,2
31,1747.390014648437500,1749.739990234375000,1748.646687825520758,0.966303547953160,2010,0,7.955968856811523,16.330888748168945,13.376207987467447,3.837886080765716,2,2,2,2,2,2.000000000000000,2
32,1741.750000000000000,1749.699951171875000,1745.744995117187500,2.869688813096623,2010,0,7.821805000305176,25.959505081176758,17.151317755381267,5.352792197478967,1,2,1,2,2,2.000000000000000,2
33,1739.989990234375000,1749.949951171875000,1744.611328125000000,3.104340993330032,2010,0,9.565536499023438,29.329433441162109,16.482755978902180,4.399557565408044,1,1,1,2,2,2.000000000000000,2
34,1739.640014648437500,1751.689941406250000,1744.486111111111086,3.585283276415835,2010,0,4.449649333953857,28.096607208251953,14.795122067133585,6.386245450448039,1,2,1,2,2,2.000000000000000,2
35,1759.030029296875000,1768.819946289062500,1762.653066781851066,2.265060341032961,2010,0,0.551265239715576,18.213085174560547,8.329911268674410,5.878559246364334,1,1,1,2,2,2.000000000000000,2
36,1757.400024414062500,1757.400024414062500,1757.400024414062500,0.000000000000000,2010,0,17.501779556274414,17.501779556274414,17.501779556274414,0.000000000000000,1,1,1,2,2,2.000000000000000,2
37,1756.000000000000000,1756.000000000000000,1756.000000000000000,0.000000000000000,2010,0,23.857761383056641,23.857761383056641,23.857761383056641,0.000000000000000,1,1,1,2,2,2.000000000000000,2
38,1753.390014648437500,1753.390014648437500,1753.390014648437500,0.000000000000000,2010,0,27.947326660156250,27.947326660156250,27.947326660156250,0.000000000000000,1,1,1,2,2,2.000000000000000,2
39,1750.989990234375000,1750.989990234375000,1750.989990234375000,0.000000000000000,2010,0,19.530168533325195,19.530168533325195,19.530168533325195,0.000000000000000,1,2,1,2,2,2.000000000000000,2
40,1749.770019531250000,1749.770019531250000,1749.770019531250000,0.000000000000000,2010,0,11.521515846252441,11.521515846252441,11.521515846252441,0.000000000000000,1,2,1,2,2,2.000000000000000,2
41,1748.770019531250000,1748.770019531250000,1748.770019531250000,0.000000000000000,2010,0,12.612257003784180,12.612257003784180,12.612257003784180,0.000000000000000,2,2,2,2,2,2.000000000000000,2
42,1748.229980468750000,1748.229980468750000,1748.229980468750000,0.000000000000000,2010,0,14.628303527832031,14.628303527832031,14.628303527832031,0.000000000000000,1,1,1,2,2,2.000000000000000,2
43,1744.770019531250000,1748.000000000000000,1745.906656901041742,1.482038651313660,2010,0,14.024471282958984,17.060688018798828,15.159267425537109,1.352882799318534,1,2,1,2,2,2.000000000000000,2
44,1739.520019531250000,1746.400024414062500,1742.990030924479242,2.476975350033832,2010,0,7.788460731506348,29.825096130371094,16.685116926829021,7.189968540345308,1,2,1,2,2,2.000000000000000,2
45,1739.349975585937500,1749.489990234375000,1742.077319335937545,2.792349331244528,2010,0,6.569373130798340,28.005353927612305,14.097656822204589,6.474850171732609,1,2,1,2,2,2.000000000000000,2
46,1757.910034179687500,1762.670043945312500,1760.384294782366169,1.680884245278204,2010,0,0.417303383350372,18.661319732666016,10.941287628241948,5.159562502568719,1,1,1,2,2,2.000000000000000,2
47,1755.290039062500000,1755.290039062500000,1755.290039062500000,0.000000000000000,2010,0,23.159633636474609,23.159633636474609,23.159633636474609,0.000000000000000,1,1,1,2,2,2.000000000000000,2
48,1753.109985351562500,1753.109985351562500,1753.109985351562500,0.000000000000000,2010,0,28.245098114013672,28.245098114013672,28.245098114013672,0.000000000000000,1,1,1,2,2,2.000000000000000,2
49,1749.719970703125000,1749.719970703125000,1749.719970703125000,0.000000000000000,2010,0,24.128097534179688,24.128097534179688,24.128097534179688,0.000000000000000,1,2,1,2,2,2.000000000000000,2
50,1748.790039062500000,1748.790039062500000,1748.790039062500000,0.000000000000000,2010,0,15.989737510681152,15.989737510681152,15.989737510681152,0.000000000000000,1,2,1,2,2,2.000000000000000,2
51,1747.890014648437500,1747.890014648437500,1747.890014648437500,0.000000000000000,2010,0,15.254868507385254,15.254868507385254,15.254868507385254,0.000000000000000,2,2,2,2,2,2.000000000000000,2
52,1747.180053710937500,1747.180053710937500,1747.180053710937500,0.000000000000000,2010,0,14.908673286437988,14.908673286437988,14.908673286437988,0.000000000000000,2,2,2,2,2,2.000000000000000,2
53,1746.280029296875000,1746.280029296875000,1746.280029296875000,0.000000000000000,2010,0,15.420181274414062,15.420181274414062,15.420181274414062,0.000000000000000,1,1,1,2,2,2.000000000000000,2
54,1743.290039062500000,1745.699951171875000,1744.123331705729242,1.115443160861238,2010,0,12.749142646789551,18.990718841552734,14.844344774881998,2.931984321236718,1,2,1,2,2,2.000000000000000,2
55,1738.719970703125000,1743.489990234375000,1740.933329264322992,2.160957553840121,2010,0,9.220168113708496,25.402683258056641,15.900143623352051,5.223409583455360,1,2,1,2,2,2.000000000000000,2
56,1737.939941406250000,1747.209960937500000,1740.459318033854061,2.579721957083851,2010,0,6.230739593505859,21.749868392944336,11.635005982716878,3.926438145550843,1,2,1,2,2,2.000000000000000,2
57,1756.459960937500000,1762.829956054687500,1760.878326416015625,2.046219479932910,2010,0,1.346904039382935,22.331037521362305,9.259295115868250,6.317536754248706,1,1,1,2,2,2.000000000000000,2
58,1754.969970703125000,1754.969970703125000,1754.969970703125000,0.000000000000000,2010,0,22.157045364379883,22.157045364379883,22.157045364379883,0.000000000000000,1,1,1,2,2,2.000000000000000,2
59,1753.250000000000000,1753.250000000000000,1753.250000000000000,0.000000000000000,2010,0,25.945907592773438,25.945907592773438,25.945907592773438,0.000000000000000,1,1,1,2,2,2.000000000000000,2
60,1749.780029296875000,1749.780029296875000,1749.780029296875000,0.000000000000000,2010,0,25.092639923095703,25.092639923095703,25.092639923095703,0.000000000000000,1,1,1,2,2,2.000000000000000,2
61,1748.099975585937500,1748.099975585937500,1748.099975585937500,0.000000000000000,2010,0,19.192111968994141,19.192111968994141,19.192111968994141,0.000000000000000,1,2,1,2,2,2.000000000000000,2
62,1746.469970703125000,1746.469970703125000,1746.469970703125000,0.000000000000000,2010,0,18.806043624877930,18.806043624877930,18.806043624877930,0.000000000000000,2,2,2,2,2,2.000000000000000,2
63,1746.010009765625000,1746.010009765625000,1746.010009765625000,0.000000000000000,2010,0,17.238153457641602,17.238153457641602,17.238153457641602,0.000000000000000,2,2,2,2,2,2.000000000000000,2
64,1745.380004882812500,1745.380004882812500,1745.380004882812500,0.000000000000000,2010,0,15.052533149719238,15.052533149719238,15.052533149719238,0.000000000000000,1,1,1,2,2,2.000000000000000,2
65,1744.680053710937500,1744.680053710937500,1744.680053710937500,0.000000000000000,2010,0,13.597111701965332,13.597111701965332,13.597111701965332,0.000000000000000,1,1,1,2,2,2.000000000000000,2
66,1741.920043945312500,1743.099975585937500,1742.316691080729242,0.553880860002777,2010,0,5.993402957916260,15.195020675659180,9.475528081258139,4.076093068636955,2,2,2,2,2,2.000000000000000,2
67,1737.859985351562500,1741.959960937500000,1740.095011393229242,1.850169232540136,2010,0,2.916348934173584,17.930295944213867,9.155384977658590,5.475437381866387,1,2,1,2,2,2.000000000000000,2
68,1737.189941406250000,1745.000000000000000,1739.680672200520803,2.407328159130508,2010,0,3.183141469955444,19.917673110961914,11.158187627792358,5.540692391624812,1,2,1,2,2,2.000000000000000,2
69,1755.099975585937500,1763.619995117187500,1760.479989858773934,2.385498769794303,2010,0,1.399681091308594,24.221683502197266,10.830468031076284,6.875062330363443,1,1,1,2,2,2.000000000000000,2
70,1753.199951171875000,1753.199951171875000,1753.199951171875000,0.000000000000000,2010,0,21.581174850463867,21.581174850463867,21.581174850463867,0.000000000000000,1,1,1,2,2,2.000000000000000,2
71,1752.119995117187500,1752.119995117187500,1752.119995117187500,0.000000000000000,2010,0,21.338367462158203,21.338367462158203,21.338367462158203,0.000000000000000,1,1,1,2,2,2.000000000000000,2
72,1750.050048828125000,1750.050048828125000,1750.050048828125000,0.000000000000000,2010,0,22.642196655273438,22.642196655273438,22.642196655273438,0.000000000000000,1,1,1,2,2,2.000000000000000,2
73,1748.040039062500000,1748.040039062500000,1748.040039062500000,0.000000000000000,2010,0,22.794197082519531,22.794197082519531,22.794197082519531,0.000000000000000,1,2,1,2,2,2.000000000000000,2
74,1745.140014648437500,1745.140014648437500,1745.140014648437500,0.000000000000000,2010,0,19.608482360839844,19.608482360839844,19.608482360839844,0.000000000000000,2,2,2,2,2,2.000000000000000,2
75,1744.000000000000000,1744.000000000000000,1744.000000000000000,0.000000000000000,2010,0,12.345044136047363,12.345044136047363,12.345044136047363,0.000000000000000,2,2,2,2,2,2.000000000000000,2
76,1744.000000000000000,1744.000000000000000,1744.000000000000000,0.000000000000000,2010,0,11.590702056884766,11.590702056884766,11.590702056884766,0.000000000000000,2,2,2,2,2,2.000000000000000,2
77,1743.660034179687500,1743.660034179687500,1743.660034179687500,0.000000000000000,2010,0,9.931806564331055,9.931806564331055,9.931806564331055,0.000000000000000,1,1,1,2,2,2.000000000000000,2
78,1743.800048828125000,1743.800048828125000,1743.800048828125000,0.000000000000000,2010,0,10.759130477905273,10.759130477905273,10.759130477905273,0.000000000000000,1,1,1,2,2,2.000000000000000,2
79,1741.050048828125000,1742.020019531250000,1741.563354492187500,0.398009138530340,2010,0,3.062649011611938,14.717297554016113,9.706702947616577,4.896178795608292,2,2,2,2,2,2.000000000000000,2
80,1736.859985351562500,1741.810058593750000,1739.205017089843750,1.796269343416795,2010,0,1.475046753883362,15.513160705566406,8.202897171179453,5.285841829083487,1,2,1,2,2,2.000000000000000,2
81,1735.010009765625000,1743.709960937500000,1738.435986328124955,2.665320577508213,2010,0,2.102307081222534,26.225528717041016,11.863310813903809,6.302884974339392,1,2,1,2,2,2.000000000000000,2
82,1752.199951171875000,1760.680053710937500,1756.601422991071331,2.594934303511681,2010,0,12.008196830749512,23.925188064575195,18.264705249241420,4.151305672190629,1,1,1,2,2,2.000000000000000,2
83,1751.060058593750000,1751.060058593750000,1751.060058593750000,0.000000000000000,2010,0,18.351045608520508,18.351045608520508,18.351045608520508,0.000000000000000,1,1,1,2,2,2.000000000000000,2
84,1749.790039062500000,1749.790039062500000,1749.790039062500000,0.000000000000000,2010,0,18.860313415527344,18.860313415527344,18.860313415527344,0.000000000000000,1,1,1,2,2,2.000000000000000,2
85,1747.859985351562500,1747.859985351562500,1747.859985351562500,0.000000000000000,2010,0,20.502759933471680,20.502759933471680,20.502759933471680,0.000000000000000,1,1,1,2,2,2.000000000000000,2
86,1746.130004882812500,1746.130004882812500,1746.130004882812500,0.000000000000000,2010,0,20.776391983032227,20.776391983032227,20.776391983032227,0.000000000000000,2,2,2,2,2,2.000000000000000,2
87,1744.069946289062500,1744.069946289062500,1744.069946289062500,0.000000000000000,2010,0,14.212495803833008,14.212495803833008,14.212495803833008,0.000000000000000,2,2,2,2,2,2.000000000000000,2
88,1743.359985351562500,1743.359985351562500,1743.359985351562500,0.000000000000000,2010,0,7.935578346252441,7.935578346252441,7.935578346252441,0.000000000000000,2,2,2,2,2,2.000000000000000,2
89,1743.040039062500000,1743.040039062500000,1743.040039062500000,0.000000000000000,2010,0,10.243157386779785,10.243157386779785,10.243157386779785,0.000000000000000,1,1,1,2,2,2.000000000000000,2
90,1742.410034179687500,1742.410034179687500,1742.410034179687500,0.000000000000000,2010,0,10.846236228942871,10.846236228942871,10.846236228942871,0.000000000000000,1,1,1,2,2,2.000000000000000,2
91,1742.050048828125000,1742.050048828125000,1742.050048828125000,0.000000000000000,2010,0,9.425601005554199,9.425601005554199,9.425601005554199,0.000000000000000,2,2,2,2,2,2.000000000000000,2
92,1739.150024414062500,1741.660034179687500,1740.596679687500000,1.059945556011679,2010,0,1.802390575408936,15.678262710571289,7.348757108052571,5.996907769261456,1,2,1,2,2,2.000000000000000,2
93,1734.699951171875000,1741.579956054687500,1738.816650390625000,2.363956750007633,2010,0,3.035871744155884,14.381697654724121,7.538465142250061,4.753364151286723,1,2,1,2,2,2.000000000000000,2
94,1734.270019531250000,1742.969970703125000,1737.793334960937500,2.859028059334708,2010,0,2.203824043273926,23.675586700439453,10.778751452763876,5.887624379100868,1,2,1,2,2,2.000000000000000,2
95,1751.359985351562500,1762.339965820312500,1757.916656494140625,3.731552615665755,2010,0,1.451858043670654,23.435823440551758,13.394553393125534,7.814480886414302,1,1,1,2,2,2.000000000000000,2
96,1749.640014648437500,1749.640014648437500,1749.640014648437500,0.000000000000000,2010,0,17.779870986938477,17.779870986938477,17.779870986938477,0.000000000000000,1,1,1,2,2,2.000000000000000,2
97,1748.790039062500000,1748.790039062500000,1748.790039062500000,0.000000000000000,2010,0,16.359786987304688,16.359786987304688,16.359786987304688,0.000000000000000,1,1,1,2,2,2.000000000000000,2
98,1747.589965820312500,1747.589965820312500,1747.589965820312500,0.000000000000000,2010,0,16.277654647827148,16.277654647827148,16.277654647827148,0.000000000000000,1,1,1,2,2,2.000000000000000,2
99,1746.109985351562500,1746.109985351562500,1746.109985351562500,0.000000000000000,2010,0,20.011550903320312,20.011550903320312,20.011550903320312,0.000000000000000,1,1,1,2,2,2.000000000000000,2
100,1744.119995117187500,1744.119995117187500,1744.119995117187500,0.000000000000000,2010,0,19.375562667846680,19.375562667846680,19.375562667846680,0.000000000000000,2,2,2,2,2,2.000000000000000,2
101,1742.660034179687500,1742.660034179687500,1742.660034179687500,0.000000000000000,2010,0,10.236935615539551,10.236935615539551,10.236935615539551,0.000000000000000,2,2,2,2,2,2.000000000000000,2
102,1742.430053710937500,1742.430053710937500,1742.430053710937500,0.000000000000000,2010,0,7.652218341827393,7.652218341827393,7.652218341827393,0.000000000000000,2,2,2,2,2,2.000000000000000,2
103,1741.270019531250000,1741.270019531250000,1741.270019531250000,0.000000000000000,2010,0,4.832941532135010,4.832941532135010,4.832941532135010,0.000000000000000,1,1,1,2,2,2.000000000000000,2
104,1741.880004882812500,1741.880004882812500,1741.880004882812500,0.000000000000000,2010,0,5.311342716217041,5.311342716217041,5.311342716217041,0.000000000000000,1,1,1,2,2,2.000000000000000,2
105,1740.869995117187500,1740.869995117187500,1740.869995117187500,0.000000000000000,2010,0,4.720521926879883,4.720521926879883,4.720521926879883,0.000000000000000,2,2,2,2,2,2.000000000000000,2
106,1738.760009765625000,1741.420043945312500,1740.420003255208258,1.181975389775554,2010,0,2.336010932922363,9.611288070678711,4.978488047917684,3.286685596531634,1,2,1,2,2,2.000000000000000,2
107,1733.790039062500000,1741.319946289062500,1738.441670735677008,2.646609714162884,2010,0,1.110441327095032,28.771354675292969,9.174129227797190,9.509763264662752,1,2,1,2,2,2.000000000000000,2
108,1732.790039062500000,1742.010009765625000,1737.399324544270939,2.568957245430022,2010,0,1.986214876174927,27.626756668090820,12.584264167149861,7.392880629451414,1,2,1,2,2,2.000000000000000,2
109,1731.380004882812500,1742.949951171875000,1737.748324924045164,2.698923218612294,2010,0,4.238525867462158,35.369152069091797,11.882771650950113,8.071719932194405,1,2,1,2,2,2.000000000000000,2
110,1749.859985351562500,1762.239990234375000,1757.493840144230717,4.326873753558965,2010,0,1.439082860946655,22.276235580444336,13.173924106817980,7.624967512613617,1,1,1,2,2,2.000000000000000,2
111,1748.849975585937500,1748.849975585937500,1748.849975585937500,0.000000000000000,2010,0,13.487989425659180,13.487989425659180,13.487989425659180,0.000000000000000,1,1,1,2,2,2.000000000000000,2
112,1747.920043945312500,1747.920043945312500,1747.920043945312500,0.000000000000000,2010,0,13.893017768859863,13.893017768859863,13.893017768859863,0.000000000000000,1,1,1,2,2,2.000000000000000,2
113,1746.760009765625000,1746.760009765625000,1746.760009765625000,0.000000000000000,2010,0,14.361009597778320,14.361009597778320,14.361009597778320,0.000000000000000,1,1,1,2,2,2.000000000000000,2
114,1746.030029296875000,1746.030029296875000,1746.030029296875000,0.000000000000000,2010,0,17.947614669799805,17.947614669799805,17.947614669799805,0.000000000000000,1,1,1,2,2,2.000000000000000,2
115,1743.099975585937500,1743.099975585937500,1743.099975585937500,0.000000000000000,2010,0,19.972562789916992,19.972562789916992,19.972562789916992,0.000000000000000,2,2,2,2,2,2.000000000000000,2
116,1742.040039062500000,1742.040039062500000,1742.040039062500000,0.000000000000000,2010,0,9.537597656250000,9.537597656250000,9.537597656250000,0.000000000000000,2,2,2,2,2,2.000000000000000,2
117,1741.989990234375000,1741.989990234375000,1741.989990234375000,0.000000000000000,2010,0,4.220046997070312,4.220046997070312,4.220046997070312,0.000000000000000,2,2,2,2,2,2.000000000000000,2
118,1742.000000000000000,1742.000000000000000,1742.000000000000000,0.000000000000000,2010,0,2.731511592864990,2.731511592864990,2.731511592864990,0.000000000000000,1,1,1,2,2,2.000000000000000,2
119,1741.609985351562500,1741.609985351562500,1741.609985351562500,0.000000000000000,2010,0,4.835217475891113,4.835217475891113,4.835217475891113,0.000000000000000,1,1,1,2,2,2.000000000000000,2
120,1740.810058593750000,1740.810058593750000,1740.810058593750000,0.000000000000000,2010,0,4.002575397491455,4.002575397491455,4.002575397491455,0.000000000000000,2,2,2,2,2,2.000000000000000,2
121,1740.900024414062500,1740.900024414062500,1740.900024414062500,0.000000000000000,2010,0,1.917995095252991,1.917995095252991,1.917995095252991,0.000000000000000,2,2,2,2,2,2.000000000000000,2
122,1741.130004882812500,1741.130004882812500,1741.130004882812500,0.000000000000000,2010,0,2.011504173278809,2.011504173278809,2.011504173278809,0.000000000000000,2,2,2,2,2,2.000000000000000,2
123,1738.619995117187500,1741.099975585937500,1740.039998372395758,1.043963551399146,2010,0,0.912532031536102,14.596040725708008,5.827703773975372,6.215291044054232,2,2,2,2,2,2.000000000000000,2
124,1733.920043945312500,1741.020019531250000,1737.546691894531250,2.533018475305000,2010,0,1.389600396156311,35.182872772216797,12.283505936463675,12.195656628761451,1,2,1,2,2,2.000000000000000,2
125,1731.479980468750000,1740.939941406250000,1736.889306640624909,2.630253400731252,2010,0,1.806358814239502,32.458286285400391,11.857118431727091,8.618300327610761,1,2,1,2,2,2.000000000000000,2
126,1748.520019531250000,1757.670043945312500,1751.791434151785779,2.873823336691323,2010,0,10.810997009277344,22.335165023803711,17.224512917654856,4.140785700367656,1,1,1,2,2,2.000000000000000,2
127,1747.750000000000000,1747.750000000000000,1747.750000000000000,0.000000000000000,2010,0,14.798604965209961,14.798604965209961,14.798604965209961,0.000000000000000,1,1,1,2,2,2.000000000000000,2
128,1746.060058593750000,1746.060058593750000,1746.060058593750000,0.000000000000000,2010,0,15.200363159179688,15.200363159179688,15.200363159179688,0.000000000000000,1,1,1,2,2,2.000000000000000,2
129,1745.250000000000000,1745.250000000000000,1745.250000000000000,0.000000000000000,2010,0,14.100963592529297,14.100963592529297,14.100963592529297,0.000000000000000,1,1,1,2,2,2.000000000000000,2
130,1744.270019531250000,1744.270019531250000,1744.270019531250000,0.000000000000000,2010,0,17.474040985107422,17.474040985107422,17.474040985107422,0.000000000000000,1,1,1,2,2,2.000000000000000,2
131,1742.180053710937500,1742.180053710937500,1742.180053710937500,0.000000000000000,2010,0,13.114068031311035,13.114068031311035,13.114068031311035,0.000000000000000,2,2,2,2,2,2.000000000000000,2
132,1741.650024414062500,1741.650024414062500,1741.650024414062500,0.000000000000000,2010,0,7.169849395751953,7.169849395751953,7.169849395751953,0.000000000000000,2,2,2,2,2,2.000000000000000,2
133,1741.400024414062500,1741.400024414062500,1741.400024414062500,0.000000000000000,2010,0,7.325375556945801,7.325375556945801,7.325375556945801,0.000000000000000,2,2,2,2,2,2.000000000000000,2
134,1741.359985351562500,1741.359985351562500,1741.359985351562500,0.000000000000000,2010,0,6.011814594268799,6.011814594268799,6.011814594268799,0.000000000000000,1,1,1,2,2,2.000000000000000,2
135,1740.910034179687500,1740.910034179687500,1740.910034179687500,0.000000000000000,2010,0,3.500387668609619,3.500387668609619,3.500387668609619,0.000000000000000,1,1,1,2,2,2.000000000000000,2
136,1740.859985351562500,1740.859985351562500,1740.859985351562500,0.000000000000000,2010,0,1.807797312736511,1.807797312736511,1.807797312736511,0.000000000000000,2,2,2,2,2,2.000000000000000,2
137,1740.949951171875000,1740.949951171875000,1740.949951171875000,0.000000000000000,2010,0,1.671890139579773,1.671890139579773,1.671890139579773,0.000000000000000,2,2,2,2,2,2.000000000000000,2
138,1740.939941406250000,1740.939941406250000,1740.939941406250000,0.000000000000000,2010,0,1.782370567321777,1.782370567321777,1.782370567321777,0.000000000000000,2,2,2,2,2,2.000000000000000,2
139,1738.459960937500000,1740.859985351562500,1739.443318684895758,1.026595266657260,2010,0,1.969471573829651,13.541435241699219,5.836269060770671,5.448387618116082,1,2,1,2,2,2.000000000000000,2
140,1731.880004882812500,1740.780029296875000,1737.444986979166742,2.825204215314270,2010,0,2.364157676696777,38.642257690429688,13.890737533569336,12.818201328318978,1,2,1,2,2,2.000000000000000,2
141,1729.890014648437500,1740.619995117187500,1736.661971028645894,2.807723551098234,2010,0,2.196010351181030,36.659950256347656,13.011264467239380,9.380453340987065,1,2,1,2,2,2.000000000000000,2
142,1748.130004882812500,1762.050048828125000,1754.247507731119867,4.887832780798214,2010,0,4.713410854339600,23.049892425537109,14.738097707430521,5.230243417945035,1,1,1,2,2,2.000000000000000,2
143,1746.859985351562500,1746.859985351562500,1746.859985351562500,0.000000000000000,2010,0,14.757738113403320,14.757738113403320,14.757738113403320,0.000000000000000,1,1,1,2,2,2.000000000000000,2
144,1745.430053710937500,1745.430053710937500,1745.430053710937500,0.000000000000000,2010,0,13.930266380310059,13.930266380310059,13.930266380310059,0.000000000000000,1,1,1,2,2,2.000000000000000,2
145,1744.329956054687500,1744.329956054687500,1744.329956054687500,0.000000000000000,2010,0,11.303444862365723,11.303444862365723,11.303444862365723,0.000000000000000,1,1,1,2,2,2.000000000000000,2
146,1743.569946289062500,1743.569946289062500,1743.569946289062500,0.000000000000000,2010,0,14.410076141357422,14.410076141357422,14.410076141357422,0.000000000000000,1,1,1,2,2,2.000000000000000,2
