OBJECTID,MIN,MAX,MEAN,STD,year,type,MIN_1,MAX_1,MEAN_1,STD_1,MIN_12,MAX_12,MAJORITY,MIN_12_13,MAX_12_13,MEAN_12,MAJORITY_1
3918,1632.699951171875000,1632.699951171875000,1632.699951171875000,0.000000000000000,2020,3,11.775244712829590,11.775244712829590,11.775244712829590,0.000000000000000,2,2,2,2,2,2.000000000000000,2
3919,1631.750000000000000,1631.750000000000000,1631.750000000000000,0.000000000000000,2020,3,11.144569396972656,11.144569396972656,11.144569396972656,0.000000000000000,2,2,2,1,2,1.857142857142857,2
3920,1630.930053710937500,1630.930053710937500,1630.930053710937500,0.000000000000000,2020,3,11.668932914733887,11.668932914733887,11.668932914733887,0.000000000000000,2,2,2,1,2,1.700000000000000,2
3921,1629.989990234375000,1629.989990234375000,1629.989990234375000,0.000000000000000,2020,3,15.615777969360352,15.615777969360352,15.615777969360352,0.000000000000000,2,2,2,3,3,3.000000000000000,3
3922,1628.280029296875000,1628.280029296875000,1628.280029296875000,0.000000000000000,2020,3,15.306532859802246,15.306532859802246,15.306532859802246,0.000000000000000,2,2,2,3,3,3.000000000000000,3
3923,1627.380004882812500,1627.380004882812500,1627.380004882812500,0.000000000000000,2020,3,10.764874458312988,10.764874458312988,10.764874458312988,0.000000000000000,2,2,2,3,3,3.000000000000000,3
3924,1626.709960937500000,1626.709960937500000,1626.709960937500000,0.000000000000000,2020,3,9.761241912841797,9.761241912841797,9.761241912841797,0.000000000000000,2,2,2,3,3,3.000000000000000,3
3925,1626.040039062500000,1626.040039062500000,1626.040039062500000,0.000000000000000,2020,3,12.301379203796387,12.301379203796387,12.301379203796387,0.000000000000000,2,2,2,3,3,3.000000000000000,3
3926,1624.839965820312500,1624.839965820312500,1624.839965820312500,0.000000000000000,2020,3,17.741823196411133,17.741823196411133,17.741823196411133,0.000000000000000,2,2,2,3,3,3.000000000000000,3
3927,1623.189941406250000,1623.189941406250000,1623.189941406250000,0.000000000000000,2020,3,22.262329101562500,22.262329101562500,22.262329101562500,0.000000000000000,2,2,2,3,3,3.000000000000000,3
3928,1621.270019531250000,1621.270019531250000,1621.270019531250000,0.000000000000000,2020,3,21.959209442138672,21.959209442138672,21.959209442138672,0.000000000000000,2,2,2,3,3,3.000000000000000,3
3929,1619.699951171875000,1619.699951171875000,1619.699951171875000,0.000000000000000,2020,3,18.719778060913086,18.719778060913086,18.719778060913086,0.000000000000000,2,2,2,3,3,3.000000000000000,3
3930,1618.020019531250000,1618.439941406250000,1618.229980468750000,0.209960937500000,2020,3,14.147481918334961,16.240251541137695,15.193866729736328,1.046384811401367,2,2,2,3,3,3.000000000000000,3
3931,1616.939941406250000,1626.290039062500000,1620.119995117187500,3.225789571769675,2020,3,11.899496078491211,23.547819137573242,16.919926484425861,3.792895551544925,2,2,2,3,3,3.000000000000000,3
3932,1645.939941406250000,1667.439941406250000,1653.187329101562455,6.810158382202610,2020,3,24.073001861572266,41.842651367187500,30.690247217814129,4.780628429139262,2,2,2,3,3,3.000000000000000,3
