id;Fecha;Incertidum;Fallecidos;Economicas
850;31/03/2017;Mid;0;0
851;1/04/2017;High;1;3000
852;7/04/2017;High;0;0
853;30/04/2017;High;1;0
854;29/05/2017;High;0;0
855;11/06/2017;Mid;0;0
856;11/06/2017;Mid;0;0
857;11/06/2017;Mid;0;0
858;11/06/2017;Mid;0;0
859;11/06/2017;Mid;0;0
860;11/06/2017;Mid;0;0
861;11/06/2017;Mid;0;0
862;22/06/2017;High;0;0
863;4/08/2017;High;0;0
864;24/10/2017;High;0;0
865;28/12/2017;Mid;0;0
866;30/12/2017;High;0;0
867;9/01/2018;Mid;0;0
868;25/03/2018;High;0;0
869;10/04/2018;High;0;0
870;27/04/2018;High;0;0
871;29/04/2018;Mid;0;0
872;9/05/2018;High;0;0
873;9/05/2018;Mid;0;0
874;11/05/2018;High;0;0
875;11/05/2018;High;0;0
876;15/05/2018;Mid;0;0
877;20/05/2018;High;0;0
878;20/05/2018;High;0;0
879;1/06/2018;Mid;0;0
880;1/06/2018;High;0;0
881;2/06/2018;High;0;0
882;13/11/2019;Mid;0;0
883;18/12/2019;High;2;0
884;10/07/2020;High;0;0
885;24/03/2021;low;0;0
886;1/06/2021;Mid;0;0
887;10/06/2021;Mid;0;0
888;10/06/2021;Mid;0;0
889;10/06/2021;Mid;1;0
890;3/09/2021;Mid;0;0
891;12/11/2021;Mid;0;0
892;12/11/2021;Mid;0;0
893;6/05/2022;Mid;0;0
894;20/05/2022;Mid;0;0
895;10/06/2022;Mid;0;0
896;27/06/2022;Mid;0;0
897;12/07/2022;Mid;2;0
898;27/10/2022;Mid;0;0
899;3/11/2022;Mid;0;0
