OBJECTID,MIN,MAX,MEAN,STD,year,type,MIN_1,MAX_1,MEAN_1,STD_1,MIN_12,MAX_12,MAJORITY,MIN_12_13,MAX_12_13,MEAN_12,MAJORITY_1
1,2056.229980468750000,2100.979980468750000,2077.007404033954117,10.201774072445119,2010,5,10.819808006286621,36.574245452880859,25.324495263588734,5.004242749503267,1,1,1,1,3,1.336507936507936,1
2,2057.330078125000000,2092.320068359375000,2068.711745689655345,8.177480746148749,2010,5,23.478958129882812,41.783618927001953,33.156617197497141,4.680473276845437,1,1,1,1,3,2.428571428571428,3
3,2088.909912109375000,2102.060058593750000,2096.398356119791515,4.420266632168197,2010,5,22.738061904907227,31.842443466186523,26.845641136169434,2.731107612543369,1,1,1,1,3,1.285714285714286,1
4,2076.969970703125000,2103.560058593750000,2094.179303850446558,8.023980126283645,2010,5,20.803487777709961,32.819595336914062,26.976173400878906,3.391578282819458,1,1,1,1,3,1.285714285714286,1
5,2073.699951171875000,2105.439941406250000,2091.557210286458485,10.401030993022355,2010,5,17.398626327514648,34.335014343261719,26.124851332770454,4.990012269531588,1,1,1,1,3,1.210526315789474,1
6,2071.620117187500000,2107.620117187500000,2091.843158922697512,11.329545086434498,2010,5,19.673477172851562,34.895732879638672,26.991555063348066,4.967756008978203,1,1,1,1,3,1.300000000000000,1
7,2056.110107421875000,2082.719970703125000,2064.050711495535779,6.708016158568160,2010,5,28.185363769531250,47.593044281005859,35.408961841038298,4.673253487668060,1,1,1,1,3,2.777777777777778,3
8,2085.510009765625000,2085.510009765625000,2085.510009765625000,0.000000000000000,2010,5,27.196487426757812,27.196487426757812,27.196487426757812,0.000000000000000,1,1,1,3,3,3.000000000000000,3
9,2087.139892578125000,2087.139892578125000,2087.139892578125000,0.000000000000000,2010,5,25.286088943481445,25.286088943481445,25.286088943481445,0.000000000000000,1,1,1,3,3,3.000000000000000,3
10,2088.709960937500000,2088.709960937500000,2088.709960937500000,0.000000000000000,2010,5,29.024604797363281,29.024604797363281,29.024604797363281,0.000000000000000,1,1,1,3,3,3.000000000000000,3
11,2090.600097656250000,2097.570068359375000,2094.085083007812500,3.484985351562500,2010,5,30.605226516723633,33.339004516601562,31.972115516662598,1.366888999938965,1,1,1,1,3,2.142857142857143,3
12,2093.010009765625000,2107.939941406250000,2102.241658528645985,5.214910628036391,2010,5,23.113601684570312,34.647396087646484,30.357016563415527,3.843551096621749,1,1,1,1,3,1.571428571428571,1
13,2081.600097656250000,2110.100097656250000,2099.613612583705162,8.773943044494871,2010,5,21.501279830932617,34.359363555908203,29.291504042489187,4.839417128072077,1,1,1,1,3,1.315789473684211,1
14,2080.000000000000000,2111.729980468750000,2097.076673719618157,10.590637169022365,2010,5,18.007961273193359,33.898254394531250,27.520493931240505,5.265040498957634,1,1,1,3,3,3.000000000000000,3
15,2068.739990234375000,2086.929931640625000,2079.241271972656250,6.160732196100384,2010,5,24.800493240356445,39.011135101318359,30.865210294723511,5.195240018984954,1,1,1,3,3,3.000000000000000,3
16,2088.739990234375000,2088.739990234375000,2088.739990234375000,0.000000000000000,2010,5,28.941064834594727,28.941064834594727,28.941064834594727,0.000000000000000,1,1,1,3,3,3.000000000000000,3
17,2090.810058593750000,2090.810058593750000,2090.810058593750000,0.000000000000000,2010,5,31.040796279907227,31.040796279907227,31.040796279907227,0.000000000000000,1,1,1,3,3,3.000000000000000,3
18,2092.889892578125000,2099.449951171875000,2096.169921875000000,3.280029296875000,2010,5,31.956062316894531,33.316501617431641,32.636281967163086,0.680219650268555,1,1,1,1,3,2.142857142857143,3
19,2094.919921875000000,2112.209960937500000,2105.153320312500000,5.797493333561837,2010,5,13.730085372924805,33.993568420410156,28.606249173482258,7.122626147059933,1,1,1,1,3,1.571428571428571,1
20,2085.879882812500000,2112.879882812500000,2103.175728934151721,8.452508953899992,2010,5,11.485198974609375,34.722316741943359,26.494091033935547,7.280584863412610,1,1,1,1,3,1.421052631578947,1
21,2084.959960937500000,2114.080078125000000,2100.683336046006843,9.903222968841833,2010,5,9.622263908386230,34.626033782958984,25.288519276512993,7.047477059627119,1,1,1,3,3,3.000000000000000,3
22,2073.889892578125000,2088.659912109375000,2082.316223144531250,4.555402082574622,2010,5,25.084526062011719,39.909751892089844,30.531735658645630,5.097585968016031,1,1,1,3,3,3.000000000000000,3
23,2090.520019531250000,2090.520019531250000,2090.520019531250000,0.000000000000000,2010,5,30.743223190307617,30.743223190307617,30.743223190307617,0.000000000000000,1,1,1,3,3,3.000000000000000,3
